|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
| 168 |True   |  323  |9.957494e-06|2.358202e-05|4.750656e-10|4.628388e-05|
| 171 |True   |  350  |9.618491e-06|1.497853e-05|9.939543e-10|1.356934e-04|
| 170 |True   |  339  |9.785632e-06|1.603488e-05|5.758073e-10|5.939226e-05|
| 174 |True   |  338  |9.498752e-06|1.869170e-05|5.089770e-10|5.389952e-05|
| 172 |True   |  354  |9.424722e-06|1.245002e-05|6.596200e-10|7.029310e-05|
| 176 |True   |  348  |9.218091e-06|1.213261e-05|3.155957e-13|3.959519e-08|
| 175 |True   |  347  |9.774855e-06|1.299864e-05|6.013940e-10|5.704149e-05|
| 173 |True   |  370  |9.464481e-06|1.196453e-05|3.574830e-13|4.362947e-08|
| 178 |True   |  368  |9.243874e-06|1.174391e-05|3.452268e-13|4.321498e-08|
| 179 |True   |  359  |9.926971e-06|1.242645e-05|7.269842e-10|7.647772e-05|
| 180 |True   |  334  |9.045215e-06|1.380322e-05|2.196254e-10|3.890158e-05|
| 181 |True   |  320  |9.140755e-06|3.866220e-05|5.783992e-10|7.393301e-05|
| 177 |True   |  586  |9.826235e-06|1.232571e-05|7.144266e-10|7.585577e-05|
| 182 |True   |  344  |9.649144e-06|1.497853e-05|2.610553e-13|4.167396e-08|
| 183 |True   |  320  |9.910662e-06|1.284129e-05|9.499638e-10|3.472068e-07|
| 187 |True   |  309  |9.358459e-06|4.773111e-05|2.774228e-10|3.089526e-05|
| 186 |True   |  316  |9.696968e-06|3.479598e-05|2.948673e-10|3.283840e-05|
| 184 |True   |  326  |9.054191e-06|1.348067e-05|9.483817e-10|1.272928e-04|
| 188 |True   |  347  |9.902270e-06|1.240175e-05|7.238783e-10|7.632491e-05|
| 185 |True   |  396  |9.338706e-06|1.183822e-05|6.542480e-10|7.281766e-05|
| 189 |True   |  343  |9.601298e-06|1.320826e-05|6.377826e-10|6.843977e-05|
| 190 |True   |  358  |9.533205e-06|1.213261e-05|3.550235e-13|4.318895e-08|
| 193 |True   |  316  |9.642286e-06|1.497615e-05|4.300507e-10|1.108275e-07|
| 191 |True   |  400  |9.538829e-06|1.337271e-05|6.219888e-10|6.701777e-05|
| 195 |True   |  339  |9.898529e-06|1.404835e-05|3.969643e-10|4.777751e-05|
| 192 |True   |  341  |9.840889e-06|1.490473e-05|5.548636e-10|5.060569e-05|
| 194 |True   |  358  |9.602224e-06|1.210227e-05|3.660747e-13|4.419827e-08|
| 199 |True   |  312  |9.677239e-06|1.868094e-05|5.090584e-10|5.212901e-05|
| 196 |True   |  327  |9.491320e-06|1.297165e-05|1.641014e-10|3.158753e-05|
| 197 |True   |  333  |9.723962e-06|2.282964e-05|7.806960e-10|9.429963e-05|
| 198 |True   |  332  |9.102508e-06|2.282964e-05|7.043139e-10|8.964696e-05|
| 201 |True   |  341  |9.863876e-06|1.664281e-05|9.463049e-10|1.170090e-04|
| 200 |True   |  337  |9.093894e-06|1.849201e-05|8.121157e-10|1.174961e-04|
| 202 |True   |  338  |9.952527e-06|1.741485e-05|5.648879e-10|5.684697e-05|
| 206 |True   |  271  |9.365784e-06|3.180068e-04|2.155862e-10|2.829336e-05|
| 205 |True   |  324  |9.759798e-06|2.282964e-05|2.963642e-10|3.875835e-05|
| 203 |True   |  359  |9.458172e-06|1.195820e-05|3.790613e-13|5.117177e-08|
| 204 |True   |  340  |9.595090e-06|1.495960e-05|5.790300e-10|6.126168e-05|
| 208 |True   |  345  |9.389300e-06|1.270430e-05|6.245334e-10|6.861914e-05|
| 207 |True   |  392  |9.804666e-06|1.230472e-05|4.214795e-13|6.043443e-08|
| 211 |True   |  326  |9.427358e-06|1.200619e-05|2.217388e-12|3.399387e-07|
| 209 |True   |  348  |9.761724e-06|1.226183e-05|3.789986e-13|4.566050e-08|
| 213 |True   |  328  |9.466705e-06|2.719437e-05|4.049016e-10|4.116552e-05|
| 212 |True   |  383  |9.988981e-06|1.586277e-05|6.071268e-10|6.160535e-05|
| 210 |True   |  404  |9.541508e-06|1.204103e-05|6.791563e-10|7.408374e-05|
